ts,n,min_w,max_w,mean_w,over_cap,over_cap10,over_cap20,junction_c
1789056646,20,58.0,364.0,264.7,6,2,2,79
1789056647,20,320.0,344.0,329.3,8,1,0,79
1789056648,20,317.0,339.0,329.9,13,0,0,79
1789056649,20,321.0,341.0,329.6,11,1,0,79
1789056651,20,243.0,363.0,323.9,8,1,1,79
1789056652,20,324.0,335.0,329.4,8,0,0,79
1789056653,20,321.0,342.0,330.9,11,1,0,79
1789056654,20,325.0,335.0,329.6,9,0,0,79
1789056655,20,57.0,345.0,136.8,2,1,0,50
1789056656,20,55.0,355.0,84.5,1,1,1,79
1789056657,20,266.0,385.0,332.4,10,5,4,85
1789056658,20,297.0,352.0,328.0,10,1,1,80
1789056659,20,295.0,381.0,334.7,13,5,3,85
1789056660,20,281.0,356.0,328.4,9,3,1,86
1789056661,20,276.0,390.0,329.1,8,3,2,86
1789056662,20,283.0,366.0,328.1,9,2,2,80
1789056663,20,319.0,376.0,335.6,12,4,3,86
1789056664,20,149.0,364.0,322.9,10,6,1,86
1789056665,20,288.0,384.0,331.6,12,3,2,86
1789056666,20,256.0,408.0,330.2,9,5,3,86
1789056667,20,241.0,356.0,327.6,12,5,2,86
1789056668,20,75.0,362.0,319.1,12,3,2,87
1789056669,20,254.0,374.0,328.6,9,5,2,86
1789056670,20,279.0,349.0,321.5,10,2,0,86
1789056671,20,208.0,359.0,324.3,8,3,1,88
1789056672,20,252.0,359.0,315.3,7,4,2,80
1789056673,20,325.0,342.0,329.9,8,2,0,78
1789056674,20,259.0,361.0,327.4,6,2,1,79
1789056675,20,58.0,345.0,267.4,7,1,0,69
1789056676,20,201.0,363.0,325.3,9,3,3,79
1789056677,20,63.0,357.0,306.8,8,3,1,79
1789056678,20,307.0,361.0,328.4,7,1,1,79
1789056679,20,324.0,337.0,329.4,9,0,0,79
1789056680,20,326.0,338.0,329.8,9,0,0,79
1789056681,20,325.0,341.0,330.1,10,1,0,79
1789056682,20,325.0,343.0,330.7,7,1,0,79
1789056683,20,321.0,337.0,330.4,12,0,0,79
1789056684,20,320.0,334.0,329.4,9,0,0,79
1789056685,20,308.0,348.0,327.3,7,1,0,79
1789056686,20,56.0,334.0,82.8,1,0,0,50
1789056687,20,55.0,56.0,55.9,0,0,0,48
1789056688,20,55.0,371.0,308.8,11,6,5,83
1789056689,20,271.0,357.0,328.1,9,3,1,84
1789056690,20,264.0,380.0,328.1,8,3,3,85
1789056691,20,267.0,365.0,329.3,10,5,2,85
1789056693,20,287.0,345.0,326.4,8,1,0,82
1789056694,20,262.0,376.0,328.9,9,3,2,86
1789056695,20,265.0,372.0,328.8,10,5,3,86
1789056696,20,267.0,354.0,325.6,10,3,1,80
1789056697,20,259.0,373.0,329.2,10,3,2,86
1789056698,20,233.0,360.0,324.5,8,4,1,88
1789056699,20,271.0,378.0,327.4,10,3,2,86
1789056700,20,256.0,367.0,327.2,10,3,2,87
1789056701,20,286.0,345.0,325.0,9,1,0,86
1789056702,20,248.0,380.0,330.2,11,6,5,88
1789056703,20,305.0,375.0,330.9,9,3,1,87
1789056704,20,219.0,362.0,309.6,8,3,2,76
1789056705,20,325.0,366.0,334.8,12,3,3,79
1789056706,20,324.0,343.0,330.0,10,1,0,79
1789056707,20,315.0,345.0,330.4,10,2,0,79
1789056708,20,303.0,337.0,328.9,10,0,0,79
1789056709,20,309.0,334.0,328.5,10,0,0,79
1789056710,20,308.0,340.0,328.6,9,0,0,79
1789056711,20,58.0,367.0,273.4,10,5,3,84
1789056712,20,255.0,345.0,324.2,7,1,0,79
1789056713,20,305.0,339.0,328.9,10,0,0,79
1789056714,20,59.0,377.0,307.3,11,5,2,86
1789056715,20,245.0,360.0,325.7,10,1,1,79
1789056716,20,324.0,336.0,329.4,8,0,0,79
1789056717,20,302.0,340.0,328.5,8,0,0,79
1789056718,20,60.0,355.0,307.6,11,3,1,87
1789056719,20,181.0,357.0,321.0,9,3,2,86
1789056720,20,268.0,365.0,326.1,7,3,3,79
1789056721,20,324.0,338.0,330.4,13,0,0,79
1789056722,20,308.0,341.0,329.0,8,1,0,79
1789056723,20,310.0,350.0,329.8,8,2,0,79
1789056724,20,297.0,355.0,329.4,10,1,1,79
1789056725,20,317.0,333.0,329.1,9,0,0,80
1789056726,20,306.0,333.0,328.3,10,0,0,79
1789056727,20,309.0,334.0,328.6,9,0,0,79
1789056728,20,61.0,335.0,308.2,8,0,0,56
1789056730,20,56.0,61.0,58.0,0,0,0,49
1789056731,20,56.0,368.0,173.8,7,5,4,82
1789056732,20,275.0,364.0,328.3,10,4,2,84
1789056733,20,275.0,378.0,330.4,9,4,2,85
1789056734,20,268.0,358.0,328.0,8,3,2,86
1789056735,20,267.0,376.0,329.1,11,3,2,86
1789056736,20,253.0,360.0,326.2,8,2,2,86
1789056737,20,245.0,370.0,326.1,8,6,2,86
1789056738,20,260.0,380.0,328.9,8,4,3,86
1789056739,20,289.0,379.0,330.4,10,5,2,86
1789056740,20,212.0,373.0,324.1,9,3,3,86
1789056741,20,253.0,370.0,329.2,10,3,2,86
1789056742,20,178.0,367.0,319.9,10,3,3,86
1789056743,20,266.0,365.0,325.6,8,2,1,86
1789056744,20,265.0,406.0,327.4,8,3,3,87
1789056745,20,160.0,365.0,319.9,11,4,3,86
1789056746,20,262.0,393.0,331.4,11,5,3,86
1789056748,20,324.0,351.0,331.8,10,3,1,79
1789056749,20,57.0,363.0,279.9,9,5,2,79
1789056750,20,311.0,341.0,328.9,8,1,0,79
1789056751,20,268.0,340.0,326.8,9,0,0,79
1789056752,20,321.0,340.0,330.4,11,0,0,79
1789056753,20,324.0,343.0,330.4,9,1,0,79
1789056754,20,57.0,335.0,99.0,1,0,0,50
1789056756,20,55.0,55.0,55.0,0,0,0,47
1789056757,20,55.0,360.0,281.8,10,5,3,76
1789056758,20,164.0,357.0,324.4,11,3,2,77
1789056759,20,313.0,333.0,328.9,8,0,0,77
1789056760,20,56.0,326.0,70.4,0,0,0,48
1789056761,20,54.0,56.0,54.7,0,0,0,47
1789056762,20,54.0,54.0,54.0,0,0,0,46
1789056763,20,53.0,54.0,53.2,0,0,0,46
1789056764,20,53.0,54.0,53.1,0,0,0,45
1789056765,20,53.0,54.0,53.0,0,0,0,45
1789056766,20,53.0,55.0,53.5,0,0,0,44
1789056767,20,53.0,104.0,59.0,0,0,0,44
1789056768,20,53.0,57.0,54.2,0,0,0,44
1789056769,20,52.0,82.0,61.5,0,0,0,44
1789056770,20,53.0,234.0,69.7,0,0,0,44
1789056771,20,52.0,297.0,84.8,0,0,0,44
1789056772,20,52.0,53.0,52.5,0,0,0,43
1789056773,20,52.0,368.0,201.4,6,5,4,76
1789056774,20,318.0,339.0,328.6,9,0,0,79
1789056775,20,296.0,342.0,328.3,9,1,0,80
1789056776,20,289.0,343.0,327.8,9,1,0,81
1789056777,20,310.0,341.0,328.0,8,1,0,81
1789056778,20,315.0,343.0,328.5,10,1,0,82
1789056779,20,306.0,368.0,331.9,11,2,2,82
1789056780,20,303.0,338.0,329.0,9,0,0,83
1789056781,20,299.0,340.0,327.1,9,0,0,83
1789056783,20,317.0,372.0,332.6,12,2,1,83
1789056784,20,312.0,343.0,330.6,10,3,0,84
1789056785,20,259.0,342.0,323.6,9,2,0,83
1789056786,20,312.0,348.0,331.2,11,3,0,84
1789056787,20,292.0,372.0,329.7,8,3,2,84
1789056788,20,269.0,360.0,327.6,9,2,1,84
1789056789,20,244.0,372.0,318.8,9,2,2,78
1789056790,20,234.0,361.0,323.9,8,2,1,77
1789056791,20,56.0,365.0,265.4,5,2,2,77
1789056792,20,53.0,333.0,225.8,5,0,0,49
1789056793,20,53.0,56.0,54.8,0,0,0,47
1789056794,20,53.0,54.0,53.6,0,0,0,46
1789056795,20,130.0,369.0,325.8,11,7,5,81
1789056796,20,267.0,361.0,327.6,7,3,1,82
1789056797,20,231.0,369.0,325.4,9,4,2,83
1789056798,20,281.0,373.0,329.4,7,3,3,83
1789056799,20,267.0,374.0,329.8,11,3,2,85
1789056800,20,291.0,378.0,332.3,8,3,3,84
1789056801,20,281.0,356.0,328.6,9,4,1,83
1789056802,20,257.0,402.0,330.4,11,4,4,86
1789056803,20,291.0,349.0,330.0,12,3,0,85
1789056804,20,252.0,368.0,326.3,13,4,2,84
1789056805,20,249.0,372.0,327.4,8,2,1,85
1789056806,20,245.0,370.0,328.0,11,5,4,85
1789056807,20,260.0,366.0,328.8,9,3,1,85
1789056808,20,258.0,361.0,324.5,10,3,3,85
1789056809,20,239.0,343.0,325.1,8,2,0,79
1789056810,20,248.0,379.0,320.6,7,4,3,80
1789056812,20,325.0,339.0,329.9,8,0,0,78
1789056813,20,305.0,341.0,329.4,11,1,0,78
1789056814,20,57.0,356.0,278.2,8,4,3,84
1789056815,20,245.0,363.0,325.4,9,2,1,78
1789056816,20,308.0,334.0,328.9,11,0,0,78
1789056817,20,321.0,344.0,329.4,6,2,0,79
1789056818,20,323.0,338.0,330.0,11,0,0,78
1789056819,20,320.0,339.0,329.9,9,0,0,78
1789056820,20,325.0,333.0,329.9,10,0,0,78
1789056821,20,58.0,343.0,124.5,3,1,0,49
1789056822,20,55.0,57.0,55.9,0,0,0,48
1789056823,20,54.0,404.0,147.7,5,5,5,80
1789056824,20,309.0,411.0,335.0,11,3,1,83
1789056825,20,288.0,357.0,328.9,9,4,3,84
1789056826,20,294.0,354.0,326.3,8,2,1,84
1789056827,20,282.0,357.0,329.3,10,3,1,82
1789056828,20,272.0,374.0,329.0,10,3,1,85
1789056829,20,266.0,366.0,324.9,9,2,2,85
1789056830,20,255.0,364.0,328.6,8,3,2,80
1789056831,20,297.0,380.0,335.8,11,7,4,85
1789056832,20,222.0,368.0,322.6,12,3,2,85
1789056833,20,228.0,376.0,328.6,12,4,1,85
1789056835,20,257.0,370.0,326.6,10,4,2,85
1789056836,20,249.0,393.0,331.1,10,4,2,86
1789056837,20,239.0,360.0,326.6,10,6,4,86
1789056838,20,262.0,367.0,327.8,8,2,2,86
1789056839,20,236.0,363.0,328.2,9,4,1,86
1789056840,20,252.0,360.0,316.9,7,4,1,79
1789056841,20,322.0,335.0,329.4,8,0,0,79
1789056842,20,317.0,343.0,329.7,9,1,0,79
1789056843,20,58.0,350.0,254.3,6,4,0,76
1789056844,20,325.0,364.0,332.8,10,2,1,79
1789056845,20,56.0,333.0,86.8,1,0,0,49
1789056846,20,54.0,132.0,59.3,0,0,0,71
1789056847,20,275.0,374.0,337.0,11,6,5,83
1789056848,20,270.0,388.0,331.7,9,3,2,83
1789056849,20,291.0,354.0,329.1,9,3,1,84
1789056850,20,282.0,353.0,325.6,6,2,1,84
1789056851,20,252.0,366.0,331.1,11,6,2,85
1789056852,20,296.0,367.0,331.8,10,3,3,84
1789056853,20,260.0,361.0,328.1,11,3,3,85
1789056854,20,248.0,369.0,328.6,10,4,4,86
1789056855,20,283.0,378.0,328.9,11,3,2,86
1789056856,20,253.0,388.0,325.7,11,5,2,85
1789056857,20,265.0,369.0,327.8,7,1,1,86
1789056858,20,258.0,382.0,327.7,9,5,3,85
1789056859,20,288.0,405.0,333.4,7,5,3,85
1789056860,20,252.0,375.0,329.8,8,6,4,86
1789056861,20,232.0,384.0,329.6,8,6,3,87
1789056862,20,254.0,364.0,316.6,5,3,2,80
1789056863,20,320.0,341.0,329.5,8,1,0,80
1789056864,20,324.0,338.0,330.2,10,0,0,79
1789056865,20,326.0,341.0,330.1,9,1,0,79
1789056866,20,58.0,333.0,293.8,6,0,0,54
1789056867,20,72.0,361.0,299.9,7,3,2,79
1789056868,20,56.0,333.0,153.3,4,0,0,50
1789056869,20,55.0,57.0,55.9,0,0,0,48
1789056870,20,54.0,386.0,227.4,7,6,5,83
1789056871,20,189.0,377.0,321.4,9,1,1,85
1789056872,20,303.0,340.0,329.1,9,0,0,83
1789056873,20,182.0,372.0,322.6,7,3,1,85
1789056874,20,262.0,375.0,326.8,9,5,4,84
1789056875,20,289.0,358.0,331.8,9,4,2,85
1789056877,20,209.0,373.0,321.9,10,2,1,85
1789056878,20,264.0,370.0,327.9,9,3,2,85
1789056879,20,275.0,356.0,325.3,8,3,1,87
1789056880,20,299.0,344.0,325.0,8,1,0,86
1789056881,20,259.0,358.0,324.6,10,4,1,85
1789056882,20,267.0,360.0,326.6,11,3,1,86
1789056883,20,254.0,365.0,324.6,8,3,1,86
1789056884,20,245.0,370.0,326.6,10,4,2,86
1789056885,20,277.0,349.0,325.0,8,3,0,86
1789056886,20,217.0,372.0,331.0,12,6,5,79
1789056887,20,259.0,366.0,320.3,6,2,1,79
1789056888,20,309.0,344.0,329.4,8,1,0,79
1789056889,20,326.0,342.0,330.6,9,1,0,79
1789056890,20,59.0,333.0,256.6,4,0,0,76
1789056891,20,325.0,363.0,334.0,11,3,2,79
1789056892,20,58.0,339.0,140.7,2,0,0,49
1789056893,20,55.0,64.0,56.5,0,0,0,56
1789056894,20,296.0,370.0,333.8,7,5,5,77
1789056895,20,289.0,418.0,333.6,10,3,2,84
1789056896,20,299.0,354.0,327.5,9,4,2,84
1789056897,20,292.0,361.0,327.6,7,2,2,85
1789056898,20,257.0,370.0,327.4,9,4,3,86
1789056899,20,273.0,363.0,328.9,10,3,2,85
1789056900,20,293.0,357.0,326.7,9,3,2,85
1789056901,20,222.0,360.0,325.0,11,2,2,87
1789056902,20,291.0,352.0,326.3,8,1,1,86
1789056903,20,238.0,367.0,328.7,11,6,4,86
1789056904,20,255.0,366.0,322.9,9,3,1,87
1789056905,20,260.0,369.0,325.4,11,6,2,86
1789056906,20,249.0,371.0,331.2,10,6,3,87
1789056907,20,252.0,364.0,323.6,10,5,2,86
1789056908,20,300.0,389.0,332.6,9,3,2,77
1789056909,20,250.0,367.0,317.0,8,3,1,80
1789056910,20,233.0,355.0,327.9,11,3,2,79
1789056911,20,58.0,341.0,278.6,8,1,0,82
1789056912,20,232.0,358.0,326.9,8,2,2,79
1789056913,20,325.0,345.0,330.2,9,1,0,79
1789056914,20,308.0,338.0,329.0,8,0,0,79
1789056915,20,318.0,333.0,328.9,8,0,0,79
1789056916,20,326.0,343.0,330.6,9,2,0,79
1789056917,20,325.0,341.0,330.4,11,1,0,79
1789056918,20,303.0,338.0,328.6,7,0,0,59
1789056919,20,57.0,60.0,58.0,0,0,0,49
1789056921,20,55.0,57.0,56.6,0,0,0,48
1789056922,20,55.0,377.0,286.9,11,7,5,83
1789056923,20,278.0,350.0,326.8,9,3,0,84
1789056924,20,263.0,378.0,328.9,8,3,3,85
1789056925,20,178.0,398.0,320.9,8,2,2,86
1789056926,20,290.0,351.0,325.4,6,2,1,85
1789056927,20,265.0,373.0,326.9,7,4,3,86
1789056928,20,270.0,387.0,331.3,10,6,3,86
1789056929,20,254.0,375.0,326.9,9,4,1,85
1789056930,20,92.0,361.0,313.6,10,3,2,85
1789056931,20,279.0,358.0,326.4,6,3,3,82
1789056932,20,272.0,414.0,333.2,11,3,2,87
1789056933,20,74.0,364.0,310.3,7,3,2,87
1789056934,20,254.0,372.0,327.4,13,6,3,86
1789056935,20,282.0,386.0,327.6,9,2,2,86
1789056936,20,234.0,394.0,327.9,10,4,3,86
1789056937,20,227.0,360.0,315.2,7,4,2,79
1789056938,20,57.0,340.0,283.6,7,0,0,62
1789056939,20,151.0,368.0,324.5,8,5,3,80
1789056940,20,323.0,337.0,329.9,10,0,0,79
1789056941,20,311.0,343.0,328.9,7,1,0,79
1789056942,20,325.0,335.0,329.8,9,0,0,79
1789056944,20,322.0,340.0,329.4,8,0,0,79
1789056945,20,323.0,339.0,329.8,10,0,0,79
1789056946,20,326.0,338.0,330.2,10,0,0,79
1789056947,20,324.0,340.0,329.8,9,0,0,70
1789056948,20,56.0,60.0,57.5,0,0,0,49
1789056949,20,55.0,57.0,56.0,0,0,0,48
1789056950,20,55.0,370.0,236.2,7,5,5,83
1789056951,20,265.0,378.0,327.2,7,3,2,85
1789056952,20,297.0,343.0,327.4,8,1,0,79
1789056953,20,289.0,385.0,331.5,10,5,2,85
1789056954,20,274.0,360.0,324.1,9,3,1,85
1789056955,20,279.0,351.0,328.5,9,4,2,85
1789056956,20,201.0,344.0,319.9,7,1,0,85
1789056957,20,209.0,348.0,323.3,8,3,0,86
1789056958,20,252.0,431.0,330.6,14,3,3,86
1789056959,20,262.0,371.0,329.1,9,3,2,86
1789056960,20,246.0,366.0,322.6,10,3,2,86
1789056961,20,256.0,379.0,327.9,10,5,3,86
1789056962,20,253.0,365.0,325.9,9,4,2,86
1789056963,20,307.0,366.0,329.8,9,2,2,87
1789056964,20,257.0,358.0,328.6,10,6,3,86
1789056965,20,213.0,371.0,331.7,12,5,5,79
1789056966,20,261.0,360.0,319.9,7,2,2,79
1789056967,20,326.0,343.0,330.2,10,1,0,79
1789056968,20,308.0,337.0,328.6,8,0,0,79
1789056969,20,325.0,340.0,329.9,7,0,0,79
1789056970,20,311.0,336.0,328.2,9,0,0,79
1789056971,20,325.0,336.0,330.2,12,0,0,79
1789056972,20,293.0,362.0,328.2,6,1,1,79
1789056973,20,323.0,348.0,331.3,9,2,0,79
1789056974,20,326.0,336.0,329.9,9,0,0,79
1789056975,20,58.0,363.0,279.9,11,4,2,87
1789056976,20,287.0,346.0,323.2,8,1,0,87
1789056977,20,232.0,359.0,322.9,10,3,1,87
1789056978,20,260.0,354.0,324.9,9,1,1,79
1789056979,20,322.0,339.0,329.8,11,0,0,79
1789056980,20,321.0,332.0,329.1,9,0,0,79
1789056981,20,310.0,337.0,328.3,8,0,0,79
1789056982,20,325.0,342.0,329.9,8,1,0,79
1789056983,20,323.0,338.0,329.7,8,0,0,79
1789056984,20,324.0,334.0,329.6,9,0,0,79
1789056985,20,324.0,335.0,329.4,9,0,0,79
1789056986,20,60.0,360.0,274.8,6,2,1,53
1789056988,20,56.0,59.0,58.0,0,0,0,49
1789056989,20,55.0,56.0,55.6,0,0,0,50
1789056990,20,259.0,409.0,339.9,11,6,6,83
1789056991,20,246.0,370.0,323.9,9,2,1,84
1789056992,20,275.0,363.0,326.9,9,3,2,85
1789056993,20,181.0,360.0,320.4,7,2,1,85
1789056994,20,275.0,358.0,327.6,9,4,3,87
1789056995,20,256.0,373.0,326.6,8,2,1,85
1789056996,20,283.0,377.0,331.1,11,4,2,85
1789056997,20,262.0,372.0,326.3,7,3,2,87
1789056998,20,257.0,373.0,324.8,13,2,2,86
1789056999,20,262.0,368.0,327.6,9,5,3,86
1789057000,20,264.0,354.0,323.7,9,2,1,86
1789057001,20,179.0,363.0,323.4,10,4,3,86
1789057002,20,253.0,365.0,330.9,10,6,3,86
1789057003,20,280.0,387.0,329.4,10,3,1,86
1789057004,20,267.0,368.0,328.5,7,3,1,76
1789057005,20,258.0,356.0,317.2,7,3,1,80
1789057006,20,323.0,355.0,330.4,9,1,1,80
1789057007,20,59.0,337.0,302.9,10,0,0,55
1789057008,20,58.0,360.0,286.9,7,4,3,79
1789057009,20,310.0,344.0,329.4,9,1,0,79
1789057010,20,323.0,333.0,329.0,7,0,0,79
1789057011,20,319.0,341.0,330.0,9,1,0,79
1789057012,20,316.0,342.0,330.2,10,1,0,79
1789057013,20,312.0,336.0,327.8,10,0,0,79
1789057014,20,60.0,363.0,305.4,11,4,4,80
1789057015,20,310.0,341.0,329.9,11,1,0,79
1789057016,20,324.0,340.0,329.8,8,0,0,80
1789057017,20,265.0,341.0,326.0,10,1,0,79
1789057018,20,324.0,342.0,329.8,10,1,0,79
1789057019,20,59.0,332.0,183.8,2,0,0,51
1789057020,20,56.0,58.0,57.2,0,0,0,49
1789057021,20,55.0,385.0,246.8,9,7,6,84
1789057022,20,287.0,356.0,326.2,7,2,1,85
1789057023,20,260.0,377.0,321.9,8,2,2,84
1789057024,20,209.0,371.0,325.2,10,2,1,85
1789057025,20,277.0,457.0,334.9,10,5,3,86
1789057026,20,274.0,372.0,326.4,8,3,2,86
1789057027,20,262.0,369.0,329.1,9,3,2,82
1789057028,20,180.0,374.0,324.6,11,5,2,86
1789057029,20,255.0,369.0,329.4,11,5,2,86
1789057031,20,292.0,342.0,325.5,8,4,0,86
1789057032,20,273.0,364.0,326.9,9,7,4,87
1789057033,20,284.0,346.0,326.2,9,3,0,86
1789057034,20,257.0,392.0,329.6,8,3,3,87
1789057035,20,261.0,381.0,328.8,10,3,2,86
1789057036,20,288.0,375.0,328.9,8,5,1,87
1789057037,20,256.0,365.0,328.9,11,4,2,81
1789057038,20,267.0,359.0,320.9,9,2,2,79
1789057039,20,318.0,344.0,329.7,8,1,0,79
1789057040,20,58.0,366.0,261.2,6,3,2,78
1789057041,20,300.0,345.0,329.1,11,1,0,79
1789057042,20,237.0,356.0,326.2,8,3,1,79
1789057043,20,82.0,371.0,307.9,9,5,3,79
1789057044,20,292.0,351.0,329.4,8,2,1,80
1789057045,20,63.0,368.0,313.1,9,2,2,87
1789057046,20,277.0,356.0,330.1,9,4,2,79
1789057047,20,326.0,341.0,330.0,10,1,0,79
1789057048,20,311.0,338.0,328.9,8,0,0,79
1789057049,20,316.0,347.0,330.1,7,2,0,80
1789057050,20,324.0,334.0,329.4,8,0,0,79
1789057051,20,308.0,336.0,328.9,10,0,0,80
1789057052,20,325.0,339.0,329.6,7,0,0,73
1789057053,20,60.0,396.0,305.2,11,7,5,80
1789057054,20,249.0,361.0,327.4,7,1,1,80
1789057055,20,325.0,338.0,330.1,11,0,0,79
1789057056,20,308.0,339.0,329.1,9,0,0,80
1789057057,20,311.0,333.0,327.9,8,0,0,79
1789057058,20,322.0,333.0,329.4,9,0,0,79
1789057059,20,310.0,336.0,328.5,10,0,0,79
1789057060,20,76.0,337.0,316.9,5,0,0,58
1789057061,20,57.0,60.0,58.9,0,0,0,49
1789057062,20,55.0,61.0,56.5,0,0,0,48
1789057063,20,52.0,363.0,238.2,8,5,4,82
1789057064,20,281.0,368.0,330.2,9,3,2,85
1789057065,20,320.0,380.0,332.6,10,2,1,80
1789057066,20,305.0,381.0,332.6,10,3,2,85
1789057067,20,286.0,370.0,327.4,8,3,3,86
1789057068,20,253.0,366.0,327.8,11,4,2,85
1789057069,20,289.0,367.0,330.2,8,3,1,85
1789057070,20,286.0,369.0,328.5,8,3,2,86
1789057071,20,256.0,370.0,326.1,10,3,3,86
1789057072,20,259.0,357.0,329.2,11,4,2,86
1789057073,20,195.0,369.0,323.7,13,7,3,86
1789057075,20,241.0,361.0,324.8,9,3,1,86
1789057076,20,248.0,369.0,326.9,11,5,3,86
1789057077,20,274.0,362.0,325.6,8,5,1,86
1789057078,20,262.0,377.0,334.2,11,6,4,86
1789057079,20,168.0,382.0,328.4,12,4,4,78
1789057080,20,287.0,367.0,326.4,8,3,3,80
1789057081,20,326.0,338.0,330.1,9,0,0,79
1789057082,20,310.0,349.0,329.7,8,1,0,79
1789057083,20,326.0,335.0,329.9,9,0,0,79
1789057084,20,59.0,362.0,271.6,9,3,2,86
1789057085,20,274.0,374.0,326.8,7,3,2,79
1789057086,20,302.0,334.0,328.3,8,0,0,79
1789057087,20,299.0,361.0,329.6,8,3,1,79
1789057088,20,326.0,333.0,329.6,8,0,0,79
1789057089,20,106.0,341.0,319.2,8,1,0,58
1789057090,20,59.0,358.0,302.1,7,4,2,82
1789057091,20,325.0,340.0,330.1,8,0,0,80
1789057092,20,63.0,364.0,309.1,9,3,3,87
1789057093,20,318.0,341.0,330.3,10,1,0,79
1789057094,20,314.0,334.0,328.9,9,0,0,80
1789057095,20,316.0,336.0,328.8,8,0,0,80
1789057096,20,323.0,334.0,329.4,9,0,0,80
1789057097,20,74.0,354.0,300.3,7,4,3,86
1789057098,20,180.0,373.0,325.8,11,6,4,80
1789057099,20,323.0,342.0,329.8,8,1,0,80
1789057101,20,321.0,340.0,329.8,8,0,0,79
1789057102,20,314.0,333.0,328.8,7,0,0,79
1789057103,20,324.0,339.0,330.1,11,0,0,79
1789057104,20,320.0,337.0,329.8,10,0,0,80
1789057105,20,318.0,333.0,328.6,9,0,0,79
1789057106,20,317.0,343.0,329.5,10,1,0,79
1789057107,20,309.0,340.0,328.8,9,0,0,79
1789057108,20,295.0,362.0,330.8,9,1,1,79
1789057109,20,326.0,340.0,330.4,7,0,0,80
1789057110,20,306.0,344.0,328.4,9,1,0,79
1789057111,20,325.0,338.0,329.9,10,0,0,79
1789057112,20,320.0,343.0,329.9,11,1,0,79
1789057113,20,311.0,334.0,328.7,7,0,0,79
1789057114,20,324.0,343.0,330.1,9,1,0,79
1789057115,20,312.0,334.0,328.4,9,0,0,79
1789057116,20,325.0,346.0,330.9,10,2,0,79
1789057117,20,301.0,342.0,328.9,9,2,0,80
1789057119,20,59.0,334.0,202.7,6,0,0,51
1789057120,20,56.0,59.0,57.0,0,0,0,49
1789057121,20,55.0,380.0,285.1,9,6,6,84
1789057122,20,257.0,374.0,326.4,8,3,2,84
1789057123,20,293.0,356.0,327.6,10,4,2,85
1789057124,20,262.0,364.0,326.4,7,2,2,87
1789057126,20,272.0,371.0,329.9,10,4,3,85
1789057127,20,259.0,373.0,324.2,10,4,2,87
1789057128,20,275.0,354.0,327.7,7,5,1,86
1789057129,20,249.0,359.0,327.8,11,4,3,86
1789057130,20,272.0,356.0,328.0,12,2,1,86
1789057131,20,284.0,361.0,329.8,11,3,2,86
1789057132,20,288.0,361.0,329.9,11,3,2,77
1789057133,20,294.0,370.0,329.9,7,3,3,86
1789057134,20,243.0,367.0,330.8,13,5,2,86
1789057135,20,266.0,378.0,325.8,10,3,1,86
1789057136,20,219.0,365.0,319.1,11,3,1,82
1789057137,20,261.0,360.0,323.6,7,3,2,79
1789057138,20,57.0,337.0,279.7,8,0,0,84
1789057139,20,182.0,366.0,324.4,9,4,2,79
1789057140,20,302.0,342.0,328.9,10,1,0,79
1789057141,20,324.0,337.0,329.9,11,0,0,79
1789057142,20,324.0,337.0,329.6,8,0,0,79
1789057143,20,320.0,335.0,329.1,8,0,0,79
1789057144,20,57.0,345.0,124.2,2,1,0,50
1789057145,20,55.0,57.0,56.0,0,0,0,48
1789057146,20,55.0,56.0,55.0,0,0,0,48
1789057147,20,55.0,359.0,289.1,10,5,4,75
1789057148,20,323.0,356.0,332.1,9,3,1,77
1789057150,20,325.0,334.0,329.4,9,0,0,77
1789057151,20,311.0,338.0,328.9,10,0,0,78
1789057152,20,322.0,336.0,329.5,9,0,0,78
1789057153,20,70.0,363.0,298.8,8,4,3,78
1789057154,20,102.0,358.0,320.1,10,1,1,79
1789057155,20,326.0,342.0,330.3,9,1,0,78
1789057156,20,56.0,64.0,57.6,0,0,0,49
1789057157,20,55.0,57.0,55.8,0,0,0,48
1789057158,20,54.0,56.0,54.6,0,0,0,47
1789057159,20,54.0,55.0,54.1,0,0,0,46
1789057160,20,54.0,55.0,54.2,0,0,0,46
1789057161,20,53.0,55.0,53.5,0,0,0,46
1789057162,20,53.0,53.0,53.0,0,0,0,45
1789057163,20,53.0,54.0,53.1,0,0,0,45
1789057164,20,52.0,54.0,52.9,0,0,0,45
1789057165,20,53.0,54.0,53.0,0,0,0,44
1789057166,20,52.0,54.0,52.4,0,0,0,44
1789057167,20,52.0,53.0,52.2,0,0,0,44
1789057168,20,52.0,53.0,52.1,0,0,0,44
1789057169,20,50.0,53.0,51.8,0,0,0,43
1789057170,20,51.0,52.0,52.0,0,0,0,43
1789057171,20,51.0,52.0,51.5,0,0,0,43
1789057172,20,51.0,104.0,57.0,0,0,0,43
1789057173,20,51.0,52.0,51.6,0,0,0,43
1789057174,20,51.0,52.0,51.5,0,0,0,42
1789057175,20,51.0,52.0,51.4,0,0,0,42
1789057176,20,51.0,53.0,51.8,0,0,0,42
1789057177,20,51.0,52.0,51.0,0,0,0,42
1789057178,20,50.0,51.0,51.0,0,0,0,42
1789057179,20,51.0,52.0,51.1,0,0,0,41
1789057180,20,51.0,52.0,51.5,0,0,0,41
